id,degradation,patch_size,patch_churn,diff_complexity,diff_size,number_comments,number_users,number_contributors,number_core_devs,opened_by,number_of_patches,words_in_discussion,words_per_comment_in_discussion,snippets_size,mean_time_between_replies,discussion_length
396,True,4.0,217.0,230.0,1486.0,9,0,2,1,employee,0,75,8.333333333333334,0,0.1111111111111111,1
397,False,3.0,23.0,146.0,1132.0,3,0,2,0,employee,1,29,9.666666666666666,33,0.0,0
398,False,1.0,16.0,116.0,685.0,3,0,2,0,employee,0,16,5.333333333333333,0,0.0,0
399,True,4.0,371.0,159.0,1016.0,4,0,2,0,employee,1,61,15.25,204,0.0,0
400,True,16.0,1540.0,572.0,4392.0,0,0,0,0,employee,0,0,0,0,0,0
403,True,1.0,43.0,30.0,380.0,2,0,1,1,employee,0,15,7.5,0,0.0,1
406,False,1.0,10.0,116.0,690.0,2,0,1,1,employee,0,7,3.5,0,0.0,0
407,False,2.0,67.0,23.0,339.0,0,0,0,0,employee,0,0,0,0,0,0
408,False,7.0,238.0,275.0,1945.0,2,0,1,1,employee,0,5,2.5,0,0.0,0
409,True,4.0,107.0,198.0,1262.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
410,False,6.0,165.0,297.0,1901.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
411,False,8.0,46.0,550.0,3687.0,4,1,1,0,employee,0,63,15.75,0,0.0,0
412,True,2.0,219.0,27.0,221.0,5,0,1,1,employee,0,22,4.4,0,0.0,0
413,False,20.0,666.0,883.0,6688.0,1,0,0,1,employee,0,15,15.0,0,0.0,0
414,False,1.0,80.0,70.0,371.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
415,False,12.0,353.0,495.0,4222.0,1,0,1,0,employee,0,4,4.0,0,0.0,0
417,False,1.0,4.0,115.0,592.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
418,False,1.0,19.0,123.0,742.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
419,False,1.0,162.0,53.0,391.0,6,0,1,1,employee,0,77,12.833333333333334,0,0.0,0
420,False,1.0,9.0,44.0,244.0,2,0,1,1,employee,0,5,2.5,0,0.0,0
421,False,3.0,35.0,187.0,1382.0,1,0,1,0,employee,0,4,4.0,0,0.0,1
422,False,1.0,39.0,41.0,203.0,3,0,1,1,employee,2,148,49.333333333333336,1144,0.0,0
423,True,5.0,688.0,228.0,1741.0,5,0,1,1,employee,0,50,10.0,0,0.0,0
424,False,1.0,2.0,57.0,358.0,0,0,0,0,employee,0,0,0,0,0,0
425,True,1.0,32.0,17.0,354.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
427,False,6.0,28.0,246.0,1714.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
428,True,6.0,601.0,213.0,2070.0,5,1,2,1,employee,0,110,22.0,0,0.0,1
430,False,6.0,138.0,807.0,6697.0,3,0,1,1,employee,0,46,15.333333333333334,0,0.0,0
431,False,5.0,434.0,213.0,1355.0,1,0,1,0,employee,0,5,5.0,0,0.0,0
432,False,8.0,80.0,611.0,3632.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
438,False,28.0,635.0,1641.0,11750.0,10,0,1,1,employee,0,144,14.4,0,0.2,4
439,False,1.0,72.0,71.0,367.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
440,False,1.0,55.0,75.0,404.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
443,False,6.0,197.0,447.0,2595.0,3,0,2,1,employee,0,9,3.0,0,0.0,0
448,False,6.0,42.0,131.0,1356.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
452,False,4.0,126.0,134.0,1470.0,5,0,1,1,employee,0,33,6.6,0,0.0,0
453,False,2.0,278.0,39.0,280.0,12,0,2,1,employee,3,188,15.666666666666666,3092,0.0,0
454,True,6.0,130.0,240.0,1625.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
455,False,4.0,50.0,86.0,542.0,3,0,1,1,employee,0,40,13.333333333333334,0,0.0,0
456,False,13.0,431.0,630.0,5545.0,6,0,1,1,employee,0,67,11.166666666666666,0,0.0,0
457,False,4.0,45.0,138.0,1519.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
458,False,3.0,305.0,109.0,809.0,1,0,1,0,employee,0,10,10.0,0,0.0,0
459,False,3.0,132.0,330.0,2952.0,0,0,0,0,employee,0,0,0,0,0,0
460,True,21.0,720.0,1048.0,7840.0,3,0,1,1,employee,0,28,9.333333333333334,0,0.0,0
461,False,13.0,444.0,928.0,5854.0,3,0,1,0,employee,0,9,3.0,0,0.0,0
462,False,8.0,244.0,418.0,3027.0,3,0,1,1,employee,0,23,7.666666666666667,0,0.0,0
464,False,1.0,2.0,83.0,446.0,3,0,1,1,employee,0,10,3.3333333333333335,0,0.0,0
465,False,2.0,2.0,105.0,607.0,1,0,1,0,employee,0,2,2.0,0,0.0,0
466,False,1.0,31.0,61.0,429.0,3,0,1,1,employee,0,17,5.666666666666667,0,0.0,0
467,False,2.0,7.0,33.0,252.0,0,0,0,0,employee,0,0,0,0,0,0
468,False,6.0,94.0,319.0,2868.0,0,0,0,0,employee,0,0,0,0,0,0
469,False,18.0,557.0,583.0,5327.0,2,0,1,0,employee,0,14,7.0,0,0.0,0
470,False,10.0,241.0,524.0,4241.0,3,0,1,1,employee,0,15,5.0,0,0.0,0
471,False,8.0,182.0,297.0,3068.0,3,0,2,1,employee,0,13,4.333333333333333,0,0.0,0
472,True,7.0,167.0,374.0,3485.0,3,0,1,1,employee,0,16,5.333333333333333,0,0.0,0
474,False,2.0,65.0,432.0,3423.0,0,0,0,0,employee,0,0,0,0,0,0
475,True,11.0,241.0,551.0,4668.0,1,0,1,0,employee,0,7,7.0,0,0.0,0
476,True,22.0,515.0,563.0,4842.0,3,0,1,1,employee,0,13,4.333333333333333,0,0.0,0
477,False,1.0,55.0,105.0,558.0,3,0,1,1,employee,0,102,34.0,0,0.0,0
478,False,4.0,481.0,77.0,626.0,3,0,1,1,employee,0,20,6.666666666666667,0,0.0,0
479,False,7.0,163.0,426.0,3792.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
480,False,3.0,166.0,443.0,4468.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
482,False,1.0,40.0,109.0,681.0,1,0,1,0,employee,0,6,6.0,0,0.0,0
483,False,13.0,185.0,740.0,5791.0,1,0,0,1,employee,0,2,2.0,0,0.0,0
